empl_ind_construction_%, agri_gross_value_livestock_m$, indstry_bus_trnsprt_pst_wrhsng_cnt, indstry_bus_prof_sci_tech_cnt, vhcl_light_rigid_truck, insolv_tot_debator_entr_bus_rel_per_insolv, agri_meat_chiecken_cnt, agri_broadacre_tot_area, bus_exit_20_plus_emply_cnt, year, vhcl_non_freight_truck, bus_exit_no_emply_cnt, empl_ind_admin_safety_%, fuel_type_diesel, bus_no_emply_cnt, bld_app_priv_dwl_exc_hs_cnt, sel_cause_non_bus_rel_insolv_caused_by_unemploy_loss_income, empl_ind_mnfctrng_%, res_prop_att_dwl_trnsfrs_cnt, indstry_bus_construction_cnt, vhcl_reg_over_10_yrs, vhcl_light_commercial, indstry_bus_mining_cnt, vhcl_heavy_rigid_truck, occ_debtor_service_worker, fuel_type_electric, vhcl_tot, p_t_trdmrk_apps_cnt, indstry_bus_hlth_soc_ass_cnt, indstry_bus_art_rec_cnt, agri_meat_cattle_cnt, empl_ind_admin_supp_%, bld_app_tot_priv_dwl_val_aud, bus_exit_5_19_emply_cnt, indstry_bus_admin_supp_cnt, bld_app_tot_non_res_bld_val_aud, occ_debtor_technician_trade, indstry_bus_retail_trd_cnt, vhcl_reg_less_than_5_yrs, vhcl_campervans, bld_app_tot_priv_dwl_cnt, indstry_bus_financ_insur_cnt, agri_gross_value_agri_production_m$, empl_ind_whlsle_trd_%, indstry_bus_accom_food_cnt, bld_app_priv_hse_cnt, fuel_type_petrol, vhcl_passenger, occ_debtor_professional, indstry_bus_tot_cnt, empl_ind_oth_serv_%, bld_app_priv_hse_val_aud, sel_cause_bus_rel_insolv_caused_by_economic, bld_app_priv_dwl_exc_hs_val_aud, indstry_bus_current_unkwn_cnt, indstry_bus_whlsle_trd_cnt, tourist_accom_over_15_rooms, bus_entr_tot_cnt, agri_area_holding, empl_ind_mining_%, occ_debtor_other_unkwn, empl_ind_edu_train_%, agri_veg_human_consumption, bus_entr_no_emply_cnt, bus_20_plus_emply_cnt, indstry_bus_ag_frst_fsh_cnt, indstry_bus_oth_serv_cnt, p_t_patent_apps_cnt, indstry_bus_rent_rl_est_cnt, indstry_bus_infomedia_telecom_cnt, bus_entr_5_19_emply_cnt, bld_app_tot_res_bld_val_aud, occ_debtor_sales_worker, indstry_bus_mnfctrng_cnt, bus_entr_20_plus_emply_cnt, indstry_bus_edu_train_cnt, agri_gross_value_crops_m$, res_prop_att_dwl_med_sal_prc_aud, empl_ind_hlth_soc_assist_%, agri_fruit_nut_orchard_tree, occ_debtor_machinery_op_driver, vhcl_motorcycles, empl_ind_ag_frst_fsh_%, empl_tot, bus_tot_cnt, agri_dairy_cattle_cnt, occ_debtor_labourer, bld_app_tot_dwl_cnt, empl_ind_prof_sci_tech_cnt_%, agri_sheep_cnt, sa2_main16, bus_5_19_emply_cnt, empl_ind_retail_trd_%, fuel_type_lpg_dual_other, insolv_tot_debator_entr_per_insolv, bus_entr_1_4_emply_cnt, occ_debtor_clerical_admin, empl_ind_trnsprt_pst_wrhsng_%, sel_cause_non_bus_rel_insolv_caused_by_excess_credit_use, empl_ind_elc_gs_wtr_wst_%, res_prop_hse_med_sal_prc_aud, empl_ind_rent_rl_est_%, agri_pig_cnt, vhcl_buses, insolv_tot_debator_entr_non_bus_rel_per_insolv, sa2_name16, bus_exit_tot_cnt, empl_ind_financ_insur_%, indstry_bus_elc_gs_wtr_wst_cnt, bld_app_tot_bld_val_aud, res_prop_hse_trnsfs_cnt, vhcl_reg_5_to_10, bus_1_4_emply_cnt, empl_ind_accom_food_%, empl_ind_art_rec_%, occ_debtor_manager, bus_exit_1_4_emply_cnt, indstry_bus_pub_admin_safety_cnt, vhcl_articulated_truck, empl_ind_infomedia_telecom_%
null,null,38,136,44,null,null,null,null,2016,6,87,null,1533,533,null,null,null,null,284,4548,1278,3,105,null,3,8469,null,42,14,null,null,6.0,4,29,1.0,null,40,1674,23,8,54,null,null,32,8,6556,6424,null,906,null,6.0,null,null,13,25,null,107,null,null,null,null,null,74,13,23,50,null,57,5,null,7.0,null,35,null,20,null,null,null,null,null,546,null,null,906,null,null,8,null,null,"211051274",59,null,394,null,35,null,null,null,null,null,null,null,24,null,"Belgrave  Selby",111,null,null,7.0,null,2230,308,null,null,null,17,3,19,null
null,null,99,66,78,null,null,null,3,2016,5,99,null,2213,491,33,null,null,null,293,5750,1707,null,224,null,4,12368,null,29,4,null,null,97.0,4,38,3.0,null,42,2962,32,399,42,null,null,27,366,9545,9656,null,836,null,91.0,null,6.0,15,16,null,170,null,null,null,null,null,110,14,23,49,null,38,5,null,97.0,null,39,null,9,null,null,null,null,null,584,null,null,836,null,null,399,null,null,"212011291",56,null,657,null,56,null,null,null,null,null,null,null,26,null,"Pakenham  North",136,null,5,101.0,null,3646,274,null,null,null,32,3,56,null
null,null,97,68,51,null,null,null,null,2016,4,54,null,1306,487,null,null,null,null,252,4562,1044,null,116,null,4,9695,null,23,4,null,null,10.0,null,43,null,null,38,2278,15,27,46,null,null,23,27,7924,8018,null,726,null,10.0,null,null,12,18,1,145,null,null,null,null,null,107,4,3,37,null,27,6,null,10.0,null,17,null,9,null,null,null,null,null,390,null,null,726,null,null,27,null,null,"212021455",20,null,482,null,35,null,null,null,null,null,null,null,28,null,"Narre Warren  North East",77,null,9,10.0,null,2853,213,null,null,null,26,null,29,null
null,null,101,108,50,null,null,null,3,2016,3,89,null,1275,582,8,null,null,null,236,4451,1019,null,113,null,3,9458,null,46,17,null,null,10.0,5,34,149.0,null,70,2222,14,37,59,null,null,58,29,7732,7823,null,992,null,8.0,null,2.0,12,35,null,172,null,null,null,null,null,119,26,6,67,null,71,21,5,10.0,null,28,null,15,null,null,null,null,null,380,null,null,992,null,null,37,null,null,"212021456",127,null,471,null,47,null,null,null,null,null,null,null,27,null,"Narre Warren  South West",118,null,3,159.0,null,2783,259,null,null,null,24,3,29,null
null,null,154,67,62,null,null,null,null,2016,4,92,null,1590,561,null,null,null,null,239,5550,1272,null,141,null,4,11796,null,29,4,null,null,2.0,null,61,11.0,null,39,2772,18,4,39,null,null,39,4,9641,9754,null,840,null,2.0,null,null,10,26,null,178,null,null,null,null,null,143,3,5,33,null,45,7,3,2.0,null,25,null,10,null,null,null,null,null,475,null,null,840,null,null,4,null,null,"212031458",39,null,588,null,34,null,null,null,null,null,null,null,34,null,"Narre Warren South (West)",108,null,3,14.0,null,3471,237,null,null,null,14,3,36,null
null,null,102,78,78,null,null,null,null,2016,11,82,null,1271,576,4,null,null,null,156,4462,963,8,184,null,4,8942,null,26,15,null,null,7.0,3,41,17.0,null,62,1977,7,18,56,null,null,62,14,7294,7415,null,880,null,6.0,null,1.0,17,54,null,131,null,null,null,null,null,96,25,5,40,null,103,4,3,7.0,null,51,null,11,null,null,null,null,null,198,null,null,880,null,null,18,null,null,"212041309",66,null,419,null,27,null,null,null,null,null,null,null,70,null,"Clarinda  Oakleigh South",112,null,null,24.0,null,2522,207,null,null,null,27,3,16,null
null,null,197,76,409,null,null,null,null,2016,43,134,null,5408,769,38,null,null,null,295,10814,3442,null,1037,null,58,22963,null,60,8,null,null,16.0,null,67,1.0,null,61,6207,36,61,54,null,null,44,23,16798,17025,null,1099,null,8.0,null,7.0,21,28,null,213,null,null,null,null,null,169,5,11,43,null,62,7,null,16.0,null,45,null,14,null,null,null,null,null,358,null,null,1099,null,null,61,null,null,"212041312",44,null,1332,null,40,null,null,null,null,null,null,null,319,null,"Dandenong North",184,null,4,17.0,null,5946,284,null,null,null,43,null,294,null
null,null,189,165,145,null,null,null,3,2016,30,163,null,2321,1050,64,null,null,null,301,8665,1650,3,257,null,12,18523,null,83,17,null,null,154.0,10,82,52.0,null,139,4582,30,497,100,null,null,105,433,15596,15929,null,1912,null,141.0,null,13.0,37,140,1,351,null,null,null,null,null,218,58,31,110,null,195,13,16,154.0,null,172,null,18,null,null,null,null,null,366,null,null,1912,null,null,497,null,null,"212041314",191,null,641,null,119,null,null,null,null,null,null,null,89,null,"Keysborough",235,null,10,206.0,null,5284,617,null,null,null,55,5,27,null
null,null,141,34,56,null,null,null,null,2016,null,77,null,1114,343,2,null,null,null,71,4500,866,null,129,null,null,9300,null,22,8,null,null,3.0,5,41,1.0,null,56,2105,23,9,16,null,null,30,7,7863,7911,null,533,null,3.0,null,1.0,10,17,null,119,null,null,null,null,null,79,3,14,29,null,30,null,3,4.0,null,17,null,9,null,null,null,null,null,243,null,null,533,null,null,9,null,null,"212041318",27,null,331,null,32,null,null,null,null,null,null,null,56,null,"Springvale South",102,null,3,4.0,null,2686,160,null,null,null,25,null,16,null
null,null,327,101,165,null,null,null,null,2016,18,215,null,1559,1122,76,null,null,null,220,7999,1310,null,230,null,24,14396,null,88,11,null,null,31.0,13,98,21.0,null,248,2661,22,132,70,null,null,124,56,12207,12320,null,1990,null,17.0,null,13.0,43,153,1,377,null,null,null,null,null,253,54,14,117,null,198,13,12,31.0,null,125,null,22,null,null,null,null,null,218,null,null,1990,null,null,132,null,null,"212041317",223,null,806,null,109,null,null,null,null,null,null,null,94,null,"Springvale",305,null,4,51.0,null,3733,595,null,null,null,84,5,19,null
null,null,418,346,483,null,null,null,14,2016,51,447,null,6399,3011,181,null,null,null,851,12790,4072,11,1227,null,68,27165,null,159,35,null,null,54.0,24,225,300.0,null,438,7345,42,243,342,null,null,174,62,19872,20141,null,5874,null,20.0,null,34.0,104,592,6,848,null,null,null,null,null,605,458,42,379,null,737,14,46,60.0,null,930,11,30,null,null,null,null,null,424,null,null,5874,null,null,262,null,null,"212041311",971,null,1576,null,197,null,null,null,null,null,null,null,377,null,"Dandenong",624,null,30,360.0,null,7036,1436,null,null,null,138,12,348,null
null,null,195,254,252,null,null,null,3,2016,23,203,null,3410,1379,118,null,null,null,339,6147,2424,3,555,null,17,15576,null,147,7,null,null,55.0,10,126,182.0,null,209,4799,11,214,149,null,null,145,96,11804,11861,null,2424,null,26.0,null,29.0,36,213,3,399,null,null,null,null,null,263,127,14,83,null,299,17,14,55.0,null,149,null,20,null,null,null,null,null,223,null,null,2424,null,null,214,null,null,"212051320",314,null,610,null,120,null,null,null,null,null,null,null,33,null,"Clayton",283,null,7,237.0,null,4631,604,null,null,null,60,12,194,null
null,null,81,293,42,null,null,null,3,2016,10,171,null,1780,1200,24,null,null,null,230,6364,821,null,70,null,6,15450,null,187,16,null,null,83.0,8,83,4.0,null,140,4360,22,140,217,null,null,89,116,13324,14173,null,1885,null,77.0,null,7.0,36,137,1,329,null,null,null,null,null,215,19,16,58,null,211,13,13,84.0,null,43,null,22,null,null,null,null,null,288,null,null,1885,null,null,140,null,null,"212051321",117,null,363,null,111,null,null,null,null,null,null,null,24,null,"Glen Waverley  East",243,null,null,88.0,null,4723,545,null,null,null,69,4,null,null
null,null,91,320,37,null,null,null,null,2016,9,194,null,1588,1297,87,null,null,null,232,5676,733,3,62,null,5,13780,null,157,14,null,null,87.0,15,90,44.0,null,172,3889,20,182,232,null,null,151,95,11884,12641,null,2160,null,67.0,null,20.0,41,164,5,393,null,null,null,null,null,269,34,10,74,null,284,17,8,87.0,null,53,null,25,null,null,null,null,null,256,null,null,2160,null,null,182,null,null,"212051322",173,null,324,null,118,null,null,null,null,null,null,null,22,null,"Glen Waverley  West",276,null,3,131.0,null,4213,648,null,null,null,68,10,null,null
null,null,65,286,124,null,null,null,null,2016,73,123,null,2038,894,18,null,null,null,177,5035,1009,null,187,null,10,12662,null,113,7,null,null,60.0,5,56,1.0,null,101,3905,15,106,142,null,null,69,88,10348,10872,null,1428,null,53.0,null,7.0,17,84,null,214,null,null,null,null,null,141,10,15,39,null,177,13,3,60.0,null,34,null,26,null,null,null,null,null,279,null,null,1428,null,null,106,null,null,"212051323",73,null,305,null,63,null,null,null,null,null,null,null,65,null,"Mount Waverley  North",170,null,null,61.0,null,3712,445,null,null,null,39,6,38,null
null,null,103,357,143,null,null,null,null,2016,84,187,null,2344,1511,52,null,null,null,392,5794,1160,null,215,null,11,14569,null,144,28,null,null,79.0,15,116,76.0,null,201,4492,18,158,312,null,null,112,106,11906,12509,null,2638,null,61.0,null,18.0,46,200,1,407,null,null,null,null,null,259,102,21,81,null,343,30,10,80.0,null,103,3,42,null,null,null,null,null,322,null,null,2638,null,null,158,null,null,"212051324",231,null,352,null,132,null,null,null,null,null,null,null,75,null,"Mount Waverley  South",262,null,3,156.0,null,4270,796,null,null,null,65,5,43,null
null,null,59,143,90,null,null,null,null,2016,16,119,null,3109,797,9,null,null,null,367,7044,2530,null,295,null,null,12575,null,39,16,null,null,26.0,5,37,13.0,null,83,2371,44,75,83,null,null,81,66,8760,8651,null,1350,null,24.0,null,2.0,11,44,3,144,null,null,null,null,null,100,17,136,58,null,84,4,3,26.0,null,85,null,13,null,null,null,null,null,795,null,null,1350,null,null,75,null,null,"211051276",123,null,769,null,41,null,null,null,null,null,null,null,107,null,"Healesville  Yarra Glen",155,null,5,40.0,null,3133,419,null,null,null,26,6,47,null
null,null,94,21,50,null,null,null,null,2016,12,44,null,743,251,21,null,null,null,81,3558,717,null,103,null,null,6456,null,9,5,null,null,12.0,null,24,null,null,17,1169,7,56,12,null,null,15,35,5405,5339,null,358,null,8.0,null,4.0,6,7,2,87,null,null,null,null,null,77,5,null,18,null,20,3,null,13.0,null,14,null,4,null,null,null,null,null,176,null,null,358,null,null,56,null,null,"213011328",21,null,317,null,13,null,null,null,null,null,null,null,28,null,"Ardeer  Albion",58,null,3,13.0,null,1716,83,null,null,null,9,3,24,null
null,null,106,52,28,null,null,null,null,2016,4,54,null,784,368,45,null,null,null,131,2915,574,3,85,null,null,6662,null,29,3,null,null,12.0,null,25,null,null,38,1729,8,58,41,null,null,22,13,5603,5747,null,559,null,5.0,null,7.0,11,14,null,115,null,null,null,null,null,87,4,null,12,null,45,null,3,12.0,null,13,null,9,null,null,null,null,null,175,null,null,559,null,null,58,null,null,"213011329",26,null,285,null,25,null,null,null,null,null,null,null,16,null,"Cairnlea",78,null,null,12.0,null,2018,163,null,null,null,25,null,25,null
null,null,66,166,159,null,null,null,null,2016,38,163,null,4077,1044,46,null,null,null,532,8323,3101,4,421,null,5,17697,null,66,27,null,null,25.0,6,77,10.0,null,123,4441,37,96,121,null,null,66,50,12845,12700,null,1895,null,16.0,null,9.0,20,79,3,228,null,null,null,null,null,154,44,88,121,null,190,9,4,26.0,null,108,null,18,null,null,null,null,null,1039,null,null,1895,null,null,96,null,null,"211051278",182,null,898,null,72,null,null,null,null,null,null,null,163,null,"Lilydale  Coldstream",213,null,9,36.0,null,4894,623,null,null,null,48,12,39,null
null,null,128,61,39,null,null,null,null,2016,4,91,null,1129,517,10,null,null,null,216,5047,917,null,101,null,4,10175,null,31,6,null,null,8.0,null,33,6.0,null,47,2123,9,31,39,null,null,36,21,8617,8742,null,808,null,6.0,null,2.0,7,14,null,130,null,null,null,null,null,101,3,8,39,null,81,4,3,8.0,null,30,null,15,null,null,null,null,null,314,null,null,808,null,null,31,null,null,"213011332",47,null,437,null,28,null,null,null,null,null,null,null,21,null,"Keilor Downs",124,null,3,14.0,null,2998,243,null,null,null,31,3,28,null
null,null,100,17,24,null,null,null,3,2016,null,43,null,742,235,null,null,null,null,100,2797,588,null,76,null,null,6189,null,11,null,null,null,1.0,null,12,null,null,27,1490,6,5,10,null,null,14,5,5194,5243,null,348,null,1.0,null,null,3,null,null,68,null,null,null,null,null,47,3,3,18,null,16,null,null,1.0,null,9,null,3,null,null,null,null,null,224,null,null,348,null,null,5,null,null,"213011331",4,null,260,null,20,null,null,null,null,null,null,null,10,null,"Delahey",52,null,null,1.0,null,1903,96,null,null,null,6,3,18,null
null,null,230,39,43,null,null,null,null,2016,6,112,null,841,490,15,null,null,null,107,6467,849,null,82,null,null,11057,null,40,7,null,null,5.0,3,44,15.0,null,38,1799,11,29,23,null,null,30,14,9619,9771,null,724,null,3.0,null,2.0,14,15,null,169,null,null,null,null,null,135,7,6,38,null,41,7,4,6.0,null,17,null,9,null,null,null,null,null,236,null,null,724,null,null,29,null,null,"213011335",25,null,599,null,30,null,null,null,null,null,null,null,38,null,"St Albans  South",141,null,3,21.0,null,2785,202,null,null,null,29,7,21,null
null,null,110,48,92,null,null,null,3,2016,17,77,null,1182,472,38,null,null,null,154,4327,957,null,206,null,5,8222,null,27,6,null,null,22.0,5,32,5.0,null,73,1616,11,81,23,null,null,37,43,6675,6675,null,872,null,15.0,null,8.0,12,45,null,173,null,null,null,null,null,107,21,4,92,null,86,3,3,23.0,null,106,null,6,null,null,null,null,null,171,null,null,872,null,null,81,null,null,"213011337",98,null,393,null,60,null,null,null,null,null,null,null,45,null,"Sunshine North",119,null,10,28.0,null,2279,279,null,null,null,39,3,48,null
null,null,141,101,66,null,null,null,null,2016,9,89,null,1213,617,40,null,null,null,129,4214,809,null,148,null,8,8477,null,32,19,null,null,19.0,3,46,10.0,null,65,1884,8,56,65,null,null,37,16,6995,7006,null,976,null,11.0,null,8.0,14,69,null,168,null,null,null,null,null,125,31,14,42,null,113,13,6,20.0,null,59,3,16,null,null,null,null,null,241,null,null,976,null,null,56,null,null,"213031351",96,null,299,null,35,null,null,null,null,null,null,null,101,null,"West Footscray  Tottenham",122,null,3,30.0,null,2379,223,null,null,null,26,5,89,null
null,null,24,188,39,null,null,null,null,2016,6,90,null,1530,647,null,null,null,null,196,4487,1112,3,59,null,3,8573,null,43,22,null,null,10.0,4,36,3.0,null,81,1690,22,14,88,null,null,61,14,6638,6842,null,1028,null,10.0,null,null,16,40,2,134,null,null,null,null,null,86,14,39,28,null,70,18,3,10.0,null,41,null,23,null,null,null,null,null,469,null,null,1028,null,null,14,null,null,"211051282",74,null,394,null,37,null,null,null,null,null,null,null,18,null,"Mount Dandenong  Olinda",124,null,3,13.0,null,2354,290,null,null,null,28,3,6,null
null,null,130,75,77,null,null,null,null,2016,14,79,null,982,509,106,null,null,null,104,3596,795,null,171,null,4,6833,null,48,12,null,null,38.0,5,55,15.0,null,90,1343,9,123,50,null,null,39,17,5548,5548,null,891,null,6.0,null,32.0,20,43,null,166,null,null,null,null,null,117,17,6,51,null,83,3,3,38.0,null,65,null,12,null,null,null,null,null,142,null,null,891,null,null,123,null,null,"213011336",87,null,326,null,51,null,null,null,null,null,null,null,37,null,"Sunshine",118,null,3,54.0,null,1894,283,null,null,null,32,3,40,null
null,null,32,11,26,null,null,null,null,2016,null,31,null,584,192,null,null,null,null,86,1744,474,null,95,null,null,3758,null,8,3,null,null,49.0,null,16,171.0,null,37,915,6,163,19,null,null,7,163,2985,2984,null,396,null,49.0,null,null,3,33,null,57,null,null,null,null,null,36,16,24,36,null,57,3,null,50.0,null,24,null,6,null,null,null,null,null,147,null,null,396,null,null,163,null,null,"213041359",58,null,210,null,22,null,null,null,null,null,null,null,6,null,"Rockbank  Mount Cottrell",38,null,3,221.0,null,1103,133,null,null,null,7,null,20,null
null,null,96,228,52,null,null,null,3,2016,3,131,null,1658,796,98,null,null,null,249,5348,1134,null,123,null,null,11713,null,71,24,null,null,54.0,5,43,2.0,null,71,2822,18,161,89,null,null,65,63,9701,9858,null,1234,null,30.0,null,24.0,22,32,null,228,null,null,null,null,null,165,18,9,42,null,93,19,3,55.0,null,47,null,30,null,null,null,null,null,466,null,null,1234,null,null,161,null,null,"213021344",71,null,364,null,63,null,null,null,null,null,null,null,24,null,"Newport",171,null,3,57.0,null,3537,354,null,null,null,35,3,35,null
null,null,52,337,80,null,null,null,null,2016,13,182,null,2204,1157,115,null,null,null,276,4940,1324,3,198,null,3,11647,null,138,22,null,null,66.0,14,46,9.0,null,95,3050,23,145,224,null,null,108,30,9136,9520,null,1951,null,36.0,null,30.0,37,92,3,245,null,null,null,null,null,173,45,27,98,null,233,18,9,67.0,null,104,null,35,null,null,null,null,null,425,null,null,1951,null,null,145,null,null,"213021346",174,null,335,null,61,null,null,null,null,null,null,null,33,null,"Williamstown",245,null,7,76.0,null,3664,571,null,null,null,42,3,31,null
null,null,65,216,63,null,null,null,null,2016,null,124,null,1406,721,137,null,null,null,148,4219,900,null,117,null,7,9396,null,70,40,null,null,60.0,8,40,8.0,null,82,2235,12,177,95,null,null,70,40,7760,7772,null,1198,null,29.0,null,31.0,23,62,null,190,null,null,null,null,null,146,33,11,41,null,111,27,8,61.0,null,54,null,23,null,null,null,null,null,398,null,null,1198,null,null,177,null,null,"213031352",124,null,249,null,44,null,null,null,null,null,null,null,13,null,"Yarraville",174,null,3,68.0,null,2936,322,null,null,null,41,9,121,null
null,null,120,127,119,null,null,null,3,2016,21,135,null,3965,780,40,null,null,null,390,9069,3379,3,386,null,4,17863,null,51,13,null,null,73.0,9,50,19.0,null,84,4029,36,291,119,null,null,48,251,12964,12563,null,1397,null,67.0,null,7.0,9,32,null,218,null,null,null,null,null,137,22,85,73,null,100,3,5,75.0,null,54,null,17,null,null,null,null,null,950,null,null,1397,null,null,291,null,null,"213041353",98,null,1034,null,78,null,null,null,null,null,null,null,130,null,"Bacchus Marsh",173,null,12,94.0,null,4751,489,null,null,null,29,3,279,null
null,null,146,79,86,null,null,null,3,2016,8,113,null,2035,538,5,null,null,null,183,7652,1560,3,218,null,5,16815,null,53,14,null,null,4.0,null,42,16.0,null,38,4219,31,21,48,null,null,31,16,13867,14233,null,802,null,4.0,null,1.0,19,22,null,172,null,null,null,null,null,130,4,8,42,null,34,4,null,5.0,null,17,null,9,null,null,null,null,null,531,null,null,802,null,null,21,null,null,"213051362",35,null,915,null,44,null,null,null,null,null,null,null,61,null,"Hoppers Crossing  South",150,null,null,21.0,null,4937,224,null,null,null,38,8,87,null
null,null,146,152,53,null,null,null,null,2016,7,116,null,1482,744,7,null,null,null,258,5513,1087,null,161,null,4,12603,null,85,12,null,null,13.0,8,53,2.0,null,74,3271,14,27,69,null,null,49,20,10598,10871,null,1178,null,9.0,null,4.0,18,35,1,269,null,null,null,null,null,193,6,4,50,null,96,4,6,13.0,null,22,null,19,null,null,null,null,null,332,null,null,1178,null,null,27,null,null,"213041463",75,null,538,null,62,null,null,null,null,null,null,null,31,null,"Caroline Springs",160,null,7,16.0,null,3818,350,null,null,null,37,10,47,null
null,null,207,121,87,null,null,null,null,2016,8,156,null,2074,896,19,null,null,null,339,7799,1590,null,222,null,5,17136,null,39,9,null,null,8.0,8,61,20.0,null,151,4299,32,30,92,null,null,53,11,14132,14505,null,1582,null,4.0,null,3.0,23,90,1,255,null,null,null,null,null,179,45,17,97,null,152,5,9,8.0,null,84,null,26,null,null,null,null,null,541,null,null,1582,null,null,30,null,null,"213051361",154,null,932,null,68,null,null,null,null,null,null,null,62,null,"Hoppers Crossing  North",210,null,3,28.0,null,5031,492,null,null,null,49,6,89,null
null,null,168,98,139,null,null,null,3,2016,20,106,null,3008,619,128,null,null,null,132,3082,1461,3,801,null,9,8297,null,35,5,null,null,117.0,11,50,44.0,null,99,2648,10,425,52,null,null,55,297,5178,5047,null,1207,null,90.0,null,27.0,23,137,1,230,null,null,null,null,null,146,94,8,65,null,151,10,10,117.0,null,103,3,10,null,null,null,null,null,212,null,null,1207,null,null,425,null,null,"213051363",193,null,313,null,69,null,null,null,null,null,null,null,25,null,"Laverton",152,null,11,161.0,null,2560,301,null,null,null,31,7,582,null
null,null,166,253,127,null,null,null,null,2016,7,185,null,2819,912,6,null,null,null,205,7291,1814,null,284,null,3,18100,null,95,17,null,null,28.0,11,80,6.0,null,116,5500,18,87,111,null,null,93,81,14680,14487,null,1490,null,27.0,null,1.0,31,75,1,376,null,null,null,null,null,258,8,6,60,null,104,16,5,28.0,null,29,null,27,null,null,null,null,null,1119,null,null,1490,null,null,87,null,null,"213051465",97,null,666,null,110,null,null,null,null,null,null,null,41,null,"Point Cook  North",255,null,3,34.0,null,5306,466,null,null,null,56,8,203,null
null,null,553,178,101,null,null,null,null,2016,9,225,null,2398,1267,46,null,null,null,261,9025,1841,3,256,null,6,19824,null,106,12,null,null,157.0,7,113,26.0,null,87,4970,37,686,69,null,null,73,640,16350,16779,null,1797,null,149.0,null,8.0,32,47,null,542,null,null,null,null,null,416,12,16,75,null,72,13,4,157.0,null,30,null,24,null,null,null,null,null,628,null,null,1797,null,null,686,null,null,"213051365",63,null,1078,null,124,null,null,null,null,null,null,null,71,null,"Tarneit",280,null,10,184.0,null,5821,453,null,null,null,48,18,102,null
null,null,403,131,53,null,null,null,null,2016,4,182,null,1274,937,33,null,null,null,168,4605,898,null,113,null,5,10954,null,70,5,null,null,237.0,3,83,196.0,null,68,2977,18,966,50,null,null,49,933,9120,9449,null,1262,null,232.0,null,4.0,31,38,null,425,null,null,null,null,null,313,12,7,36,null,42,13,3,237.0,null,19,3,22,null,null,null,null,null,323,null,null,1262,null,null,966,null,null,"213051366",30,null,557,null,110,null,null,null,null,null,null,null,37,null,"Truganina",227,null,10,433.0,null,3367,280,null,null,null,40,14,59,null
null,null,68,54,71,null,null,null,null,2016,4,52,null,1608,379,32,null,null,null,168,4095,1054,null,168,null,null,10032,null,25,3,null,null,84.0,null,25,3.0,null,18,3008,11,331,31,null,null,12,299,8085,7966,null,556,null,77.0,null,7.0,3,10,null,85,null,null,null,null,null,61,3,25,32,null,43,3,null,84.0,null,20,null,10,null,null,null,null,null,622,null,null,556,null,null,331,null,null,"213051468",22,null,377,null,24,null,null,null,null,null,null,null,23,null,"Werribee  West",74,null,3,87.0,null,2927,161,null,null,null,16,null,113,null
null,null,85,213,58,null,null,null,3,2016,11,185,null,2246,1076,36,null,null,null,361,8394,1890,3,96,null,3,17192,null,163,25,null,null,19.0,11,69,63.0,null,163,4002,39,64,188,null,null,87,28,14120,14332,null,1870,null,10.0,null,9.0,21,47,5,274,null,null,null,null,null,183,31,9,114,null,213,12,11,20.0,null,72,null,28,null,null,null,null,null,685,null,null,1870,null,null,64,null,null,"214011371",210,null,846,null,80,null,null,null,null,null,null,null,66,null,"Frankston",258,null,null,83.0,null,4792,559,null,null,null,62,10,15,null
null,null,62,80,49,null,null,null,null,2016,7,100,null,1660,440,18,null,null,null,168,7521,1584,null,82,null,null,14101,null,29,17,null,null,11.0,3,40,7.0,null,49,2869,40,51,38,null,null,31,33,11625,11679,null,674,null,8.0,null,3.0,9,13,null,133,null,null,null,null,null,92,7,6,51,null,26,null,null,11.0,null,27,null,10,null,null,null,null,null,603,null,null,674,null,null,51,null,null,"214011372",32,null,830,null,34,null,null,null,null,null,null,null,48,null,"Frankston North",135,null,5,19.0,null,3697,193,null,null,null,30,6,9,null
null,null,62,253,47,null,null,null,null,2016,9,134,null,1834,952,17,null,null,null,391,6852,1543,null,78,null,3,14033,null,92,14,null,null,21.0,3,61,1.0,null,73,3267,32,46,138,null,null,32,29,11526,11699,null,1479,null,17.0,null,4.0,24,45,null,188,null,null,null,null,null,140,8,10,45,null,142,11,3,22.0,null,54,null,21,null,null,null,null,null,559,null,null,1479,null,null,46,null,null,"214011373",67,null,690,null,48,null,null,null,null,null,null,null,54,null,"Frankston South",179,null,3,23.0,null,3912,450,null,null,null,38,3,12,null
null,null,35,389,73,null,null,null,null,2016,3,214,null,2762,1326,6,null,null,null,396,6090,1420,3,102,null,8,14518,null,178,30,null,null,44.0,9,75,6.0,null,104,3920,28,49,256,null,null,64,43,11341,12326,null,2096,null,42.0,null,2.0,25,68,2,251,null,null,null,null,null,181,28,38,53,null,243,27,5,45.0,null,63,null,28,null,null,null,null,null,531,null,null,2096,null,null,49,null,null,"214021381",129,null,420,null,58,null,null,null,null,null,null,null,25,null,"Mount Eliza",275,null,4,51.0,null,4493,612,null,null,null,50,7,10,null
