empl_ind_construction_%, agri_gross_value_livestock_m$, indstry_bus_trnsprt_pst_wrhsng_cnt, indstry_bus_prof_sci_tech_cnt, vhcl_light_rigid_truck, insolv_tot_debator_entr_bus_rel_per_insolv, agri_meat_chiecken_cnt, agri_broadacre_tot_area, bus_exit_20_plus_emply_cnt, year, vhcl_non_freight_truck, bus_exit_no_emply_cnt, empl_ind_admin_safety_%, fuel_type_diesel, bus_no_emply_cnt, bld_app_priv_dwl_exc_hs_cnt, sel_cause_non_bus_rel_insolv_caused_by_unemploy_loss_income, empl_ind_mnfctrng_%, res_prop_att_dwl_trnsfrs_cnt, indstry_bus_construction_cnt, vhcl_reg_over_10_yrs, vhcl_light_commercial, indstry_bus_mining_cnt, vhcl_heavy_rigid_truck, occ_debtor_service_worker, fuel_type_electric, vhcl_tot, p_t_trdmrk_apps_cnt, indstry_bus_hlth_soc_ass_cnt, indstry_bus_art_rec_cnt, agri_meat_cattle_cnt, empl_ind_admin_supp_%, bld_app_tot_priv_dwl_val_aud, bus_exit_5_19_emply_cnt, indstry_bus_admin_supp_cnt, bld_app_tot_non_res_bld_val_aud, occ_debtor_technician_trade, indstry_bus_retail_trd_cnt, vhcl_reg_less_than_5_yrs, vhcl_campervans, bld_app_tot_priv_dwl_cnt, indstry_bus_financ_insur_cnt, agri_gross_value_agri_production_m$, empl_ind_whlsle_trd_%, indstry_bus_accom_food_cnt, bld_app_priv_hse_cnt, fuel_type_petrol, vhcl_passenger, occ_debtor_professional, indstry_bus_tot_cnt, empl_ind_oth_serv_%, bld_app_priv_hse_val_aud, sel_cause_bus_rel_insolv_caused_by_economic, bld_app_priv_dwl_exc_hs_val_aud, indstry_bus_current_unkwn_cnt, indstry_bus_whlsle_trd_cnt, tourist_accom_over_15_rooms, bus_entr_tot_cnt, agri_area_holding, empl_ind_mining_%, occ_debtor_other_unkwn, empl_ind_edu_train_%, agri_veg_human_consumption, bus_entr_no_emply_cnt, bus_20_plus_emply_cnt, indstry_bus_ag_frst_fsh_cnt, indstry_bus_oth_serv_cnt, p_t_patent_apps_cnt, indstry_bus_rent_rl_est_cnt, indstry_bus_infomedia_telecom_cnt, bus_entr_5_19_emply_cnt, bld_app_tot_res_bld_val_aud, occ_debtor_sales_worker, indstry_bus_mnfctrng_cnt, bus_entr_20_plus_emply_cnt, indstry_bus_edu_train_cnt, agri_gross_value_crops_m$, res_prop_att_dwl_med_sal_prc_aud, empl_ind_hlth_soc_assist_%, agri_fruit_nut_orchard_tree, occ_debtor_machinery_op_driver, vhcl_motorcycles, empl_ind_ag_frst_fsh_%, empl_tot, bus_tot_cnt, agri_dairy_cattle_cnt, occ_debtor_labourer, bld_app_tot_dwl_cnt, empl_ind_prof_sci_tech_cnt_%, agri_sheep_cnt, sa2_main16, bus_5_19_emply_cnt, empl_ind_retail_trd_%, fuel_type_lpg_dual_other, insolv_tot_debator_entr_per_insolv, bus_entr_1_4_emply_cnt, occ_debtor_clerical_admin, empl_ind_trnsprt_pst_wrhsng_%, sel_cause_non_bus_rel_insolv_caused_by_excess_credit_use, empl_ind_elc_gs_wtr_wst_%, res_prop_hse_med_sal_prc_aud, empl_ind_rent_rl_est_%, agri_pig_cnt, vhcl_buses, insolv_tot_debator_entr_non_bus_rel_per_insolv, sa2_name16, bus_exit_tot_cnt, empl_ind_financ_insur_%, indstry_bus_elc_gs_wtr_wst_cnt, bld_app_tot_bld_val_aud, res_prop_hse_trnsfs_cnt, vhcl_reg_5_to_10, bus_1_4_emply_cnt, empl_ind_accom_food_%, empl_ind_art_rec_%, occ_debtor_manager, bus_exit_1_4_emply_cnt, indstry_bus_pub_admin_safety_cnt, vhcl_articulated_truck, empl_ind_infomedia_telecom_%
null,null,107,46,32,null,null,null,null,2016,4,74,null,1350,395,9,null,null,null,192,3837,1079,null,100,null,null,9570,null,31,5,null,null,20.0,null,30,2.0,null,31,2701,12,66,37,null,null,21,57,7879,7885,null,639,null,18.0,null,2.0,7,19,null,145,null,null,null,null,null,105,5,5,31,null,39,null,3,21.0,null,21,null,10,null,null,null,null,null,429,null,null,639,null,null,66,null,null,"209041435",35,null,352,null,41,null,null,null,null,null,null,null,10,null,"South Morang (North)",105,null,6,22.0,null,3024,207,null,null,null,27,null,19,null
null,null,56,232,61,null,null,null,3,2016,5,88,null,756,594,43,null,null,null,80,2508,458,null,51,null,3,5783,null,80,25,null,null,19.0,3,40,2.0,null,44,1517,11,45,60,null,null,52,2,4886,4937,null,980,null,8.0,null,11.0,14,49,null,176,null,null,null,null,null,133,23,7,38,null,106,15,7,20.0,null,44,null,23,null,null,null,null,null,213,null,null,980,null,null,45,null,null,"206041121",111,null,150,null,38,null,null,null,null,null,null,null,31,null,"Kensington (Vic.)",118,null,5,22.0,null,1759,250,null,null,null,26,3,16,null
null,null,137,584,113,null,null,null,null,2016,37,236,null,2255,1655,345,null,null,null,188,4205,1502,5,211,null,44,10975,null,167,72,null,null,87.0,14,132,71.0,null,176,3400,9,352,263,null,null,178,7,8446,8308,null,2831,null,9.0,null,78.0,65,138,6,431,null,null,null,null,null,292,116,18,95,null,385,60,22,97.0,null,82,3,69,null,null,null,null,null,493,null,null,2831,null,null,352,null,null,"206041123",324,null,489,null,111,null,null,null,null,null,null,null,62,null,"North Melbourne",308,null,3,168.0,null,3370,736,null,null,null,60,8,240,null
null,null,18,88,21,null,null,null,null,2016,null,41,null,429,367,85,null,null,null,35,1036,240,null,22,null,6,2925,null,170,4,null,null,29.0,null,33,117.0,null,27,963,3,85,52,null,null,34,null,2490,2530,null,582,null,3.0,null,26.0,8,13,3,81,null,null,null,null,null,56,14,5,3,null,41,17,3,29.0,null,14,null,14,null,null,null,null,null,83,null,null,582,null,null,85,null,null,"206041124",44,null,32,null,22,null,null,null,null,null,null,null,15,null,"Parkville",48,null,3,146.0,null,939,156,null,null,null,7,null,11,null
null,null,50,177,null,null,null,null,5,2016,null,84,null,4,669,292,null,null,null,174,3,null,3,null,null,null,14,null,193,17,null,null,81.0,11,58,30.0,null,81,10,null,292,136,null,null,36,null,13,14,null,1527,null,null,null,81.0,27,156,null,163,null,null,null,null,null,109,161,15,38,null,250,28,16,81.0,null,82,null,12,null,null,null,null,null,null,null,null,1527,null,null,292,null,null,"206051131",405,null,null,null,37,null,null,null,null,null,null,null,null,null,"Port Melbourne Industrial",116,null,3,111.0,null,3,300,null,null,null,19,9,null,null
null,null,45,283,27,null,null,null,null,2016,null,166,null,756,922,97,null,null,null,135,4133,417,null,21,null,7,8971,null,131,62,null,null,35.0,7,59,3.0,null,109,2209,13,106,104,null,null,86,9,8070,8119,null,1395,null,14.0,null,21.0,33,53,null,258,null,null,null,null,null,186,31,3,57,null,128,41,5,36.0,null,31,null,31,null,null,null,null,null,340,null,null,1395,null,null,106,null,null,"206051134",96,null,151,null,63,null,null,null,null,null,null,null,31,null,"St Kilda East",217,null,4,38.0,null,2617,349,null,null,null,43,null,3,null
null,null,55,89,38,null,null,null,null,2016,4,93,null,1592,567,19,null,null,null,379,4527,1273,null,118,null,3,11291,null,55,10,null,null,124.0,3,43,16.0,null,40,3186,14,498,48,null,null,18,479,9295,9303,null,932,null,117.0,null,7.0,8,31,null,189,null,null,null,null,null,126,3,3,55,null,45,10,3,124.0,null,29,null,7,null,null,null,null,null,506,null,null,932,null,null,498,null,null,"209041430",39,null,416,null,61,null,null,null,null,null,null,null,12,null,"Doreen",120,null,4,140.0,null,3567,318,null,null,null,23,3,23,null
null,null,44,811,19,null,null,null,3,2016,null,402,null,1486,2643,438,null,null,null,337,3875,465,3,25,null,23,10387,null,259,67,null,null,198.0,21,144,124.0,null,257,3364,5,444,615,null,null,186,6,8815,9446,null,4076,null,16.0,null,182.0,77,150,12,638,null,null,null,null,null,472,124,48,117,null,689,98,19,199.0,null,103,5,59,null,null,null,null,null,407,null,null,4076,null,null,444,null,null,"206061137",369,null,102,null,137,null,null,null,null,null,null,null,20,null,"South Yarra  East",522,null,4,324.0,null,3147,946,null,null,null,92,6,null,null
null,null,23,232,20,null,null,null,null,2016,4,86,null,877,657,2,null,null,null,73,2484,408,null,28,null,4,5486,null,139,46,null,null,17.0,3,31,7.0,null,42,1349,8,11,89,null,null,29,9,4521,4618,null,963,null,17.0,null,null,17,28,1,112,null,null,null,null,null,81,17,16,14,null,119,23,3,19.0,null,27,null,21,null,null,null,null,null,218,null,null,963,null,null,11,null,null,"206071145",67,null,104,null,27,null,null,null,null,null,null,null,182,null,"Yarra  North",109,null,3,26.0,null,1644,222,null,null,null,19,null,null,null
null,null,22,315,19,null,null,null,3,2016,3,111,null,1197,857,51,null,null,null,107,3318,464,3,31,null,3,7109,null,165,55,null,null,39.0,3,35,18.0,null,77,1569,10,62,115,null,null,70,11,5807,5920,null,1299,null,22.0,null,17.0,17,26,null,171,null,null,null,null,null,135,36,16,50,null,135,42,7,41.0,null,28,null,19,null,null,null,null,null,310,null,null,1299,null,null,62,null,null,"206071143",103,null,123,null,32,null,null,null,null,null,null,null,352,null,"Fitzroy North",129,null,null,60.0,null,2216,305,null,null,null,15,4,null,null
null,null,116,1190,273,null,null,null,15,2016,50,494,null,9996,3362,316,null,null,null,535,7914,5634,5,323,null,30,35008,null,414,105,null,null,122.0,31,231,203.0,null,374,18895,16,343,539,null,null,365,27,24565,27768,null,5724,null,37.0,null,85.0,109,274,3,943,null,null,null,null,null,644,229,64,177,null,787,152,36,126.0,null,169,11,73,null,null,null,null,null,742,null,null,5724,null,null,343,null,null,"206071144",639,null,557,null,253,null,null,null,null,null,null,null,172,null,"Richmond (Vic.)",676,null,15,329.0,null,8184,1491,null,null,null,142,17,30,null
null,null,47,396,18,null,null,null,3,2016,null,232,null,1724,1605,38,null,null,null,249,4141,479,null,64,null,11,11314,null,265,23,null,null,109.0,17,75,6.0,null,170,3548,12,132,389,null,null,116,94,9431,10497,null,2533,null,96.0,null,13.0,45,117,null,371,null,null,null,null,null,256,44,42,54,null,431,17,7,110.0,null,48,3,36,null,null,null,null,null,224,null,null,2533,null,null,132,null,null,"207011147",214,null,163,null,99,null,null,null,null,null,null,null,17,null,"Balwyn",308,null,null,116.0,null,3622,675,null,null,null,59,3,3,null
null,null,39,591,40,null,null,null,null,2016,null,277,null,2263,2132,94,null,null,null,245,5344,742,3,61,null,16,14812,null,345,31,null,null,98.0,12,74,26.0,null,164,4756,13,145,835,null,null,111,51,12365,13524,null,3190,null,62.0,null,35.0,51,113,null,381,null,null,null,null,null,271,43,47,60,null,350,25,3,99.0,null,63,3,28,null,null,null,null,null,364,null,null,3190,null,null,145,null,null,"207011149",197,null,173,null,100,null,null,null,null,null,null,null,62,null,"Camberwell",340,null,3,125.0,null,4710,814,null,null,null,48,null,6,null
null,null,71,406,28,null,null,null,3,2016,5,235,null,1905,1872,60,null,null,null,261,5404,619,null,45,null,10,13867,null,246,28,null,null,154.0,19,79,13.0,null,158,4126,9,208,371,null,null,106,148,11725,12822,null,2753,null,133.0,null,21.0,38,137,null,374,null,null,null,null,null,262,18,21,65,null,627,27,13,155.0,null,49,null,39,null,null,null,null,null,304,null,null,2753,null,null,208,null,null,"207011148",150,null,244,null,99,null,null,null,null,null,null,null,29,null,"Balwyn North",322,null,3,168.0,null,4333,706,null,null,null,61,8,6,null
null,null,29,503,21,null,null,null,3,2016,null,159,null,1499,1251,26,null,null,null,167,4159,476,null,25,null,3,10832,null,219,31,null,null,88.0,6,61,22.0,null,103,3197,6,101,282,null,null,49,75,9189,10033,null,1946,null,74.0,null,15.0,29,79,null,281,null,null,null,null,null,218,28,25,39,null,214,20,4,89.0,null,54,null,26,null,null,null,null,null,258,null,null,1946,null,null,101,null,null,"207011150",127,null,147,null,60,null,null,null,null,null,null,null,13,null,"Glen Iris  East",205,null,3,111.0,null,3471,542,null,null,null,33,3,null,null
null,null,168,79,87,null,null,null,null,2016,8,116,null,2498,692,9,null,null,null,275,8217,2026,null,273,null,3,17715,null,66,24,null,null,32.0,6,40,16.0,null,94,4294,40,166,63,null,null,62,157,14274,14395,null,1164,null,31.0,null,2.0,9,18,3,207,null,null,null,null,null,154,20,20,91,null,80,4,5,33.0,null,49,null,11,null,null,null,null,null,778,null,null,1164,null,null,166,null,null,"212031300",103,null,960,null,50,null,null,null,null,null,null,null,53,null,"Cranbourne",164,null,4,49.0,null,5183,346,null,null,null,43,3,55,null
null,null,64,665,25,null,null,null,7,2016,null,295,null,2146,2078,140,null,null,null,247,5447,737,6,93,null,9,14148,null,332,55,null,null,96.0,14,133,17.0,null,189,4433,8,151,544,null,null,160,11,11842,12848,null,3364,null,50.0,null,46.0,50,119,1,509,null,null,null,null,null,350,80,59,97,null,430,68,22,97.0,null,81,null,60,null,null,null,null,null,399,null,null,3364,null,null,151,null,null,"207011151",321,null,179,null,132,null,null,null,null,null,null,null,30,null,"Hawthorn",370,null,3,114.0,null,4269,886,null,null,null,58,6,8,null
null,null,20,499,24,null,null,null,null,2016,null,213,null,1872,1622,60,null,null,null,258,4273,564,3,42,null,7,11676,null,273,26,null,null,98.0,15,86,3.0,null,125,3641,10,103,391,null,null,80,43,9665,10750,null,2538,null,77.0,null,22.0,49,117,null,305,null,null,null,null,null,214,41,56,58,null,370,32,16,100.0,null,46,null,38,null,null,null,null,null,260,null,null,2538,null,null,103,null,null,"207011155",200,null,139,null,75,null,null,null,null,null,null,null,23,null,"Surrey Hills (West)  Canterbury",274,null,3,104.0,null,3745,679,null,null,null,44,9,3,null
null,null,66,178,25,null,null,null,null,2016,null,139,null,988,931,140,null,null,null,211,3927,525,null,57,null,5,9520,null,114,14,null,null,70.0,12,58,4.0,null,126,2675,8,188,173,null,null,73,48,8332,8687,null,1461,null,23.0,null,46.0,15,84,null,256,null,null,null,null,null,179,14,12,53,null,214,9,7,70.0,null,22,null,18,null,null,null,null,null,197,null,null,1461,null,null,188,null,null,"207021425",122,null,200,null,70,null,null,null,null,null,null,null,16,null,"Doncaster East (South)",189,null,3,74.0,null,2919,399,null,null,null,45,5,4,null
null,null,161,86,48,null,null,null,null,2016,3,114,null,1423,577,2,null,null,null,165,3932,816,null,242,null,4,9762,null,39,13,null,null,13.0,5,74,2.0,null,66,2698,16,57,31,null,null,46,55,7898,8324,null,879,null,13.0,null,null,9,30,null,214,null,null,null,null,null,166,16,5,36,null,47,4,3,13.0,null,38,null,9,null,null,null,null,null,246,null,null,879,null,null,57,null,null,"212031306",48,null,449,null,50,null,null,null,null,null,null,null,16,null,"Lynbrook  Lyndhurst",149,null,null,15.0,null,3134,240,null,null,null,31,9,51,null
null,null,67,346,54,null,null,null,5,2016,12,223,null,1508,1358,1007,null,null,null,305,5022,775,3,50,null,8,12231,null,206,22,null,null,285.0,19,131,82.0,null,236,3529,14,1058,250,null,null,166,51,10472,10980,null,2490,null,29.0,null,256.0,47,166,1,485,null,null,null,null,null,294,53,11,87,null,312,30,10,286.0,null,59,null,41,null,null,null,null,null,254,null,null,2490,null,null,1058,null,null,"207031163",249,null,256,null,182,null,null,null,null,null,null,null,86,null,"Box Hill",333,null,3,368.0,null,3673,819,null,null,null,88,3,6,null
null,null,70,225,26,null,null,null,null,2016,5,121,null,1085,875,104,null,null,null,217,4435,805,null,58,null,4,9967,null,104,16,null,null,73.0,5,56,9.0,null,97,2501,16,191,103,null,null,60,87,8628,8781,null,1346,null,39.0,null,34.0,22,56,null,221,null,null,null,null,null,172,30,10,71,null,153,14,3,73.0,null,45,null,25,null,null,null,null,null,252,null,null,1346,null,null,191,null,null,"208021426",92,null,254,null,48,null,null,null,null,null,null,null,21,null,"Bentleigh East (North)",158,null,3,82.0,null,3026,351,null,null,null,29,3,3,null
null,null,47,144,87,null,null,null,3,2016,3,85,null,1425,609,214,null,null,null,153,3382,864,3,89,null,79,8741,null,71,8,null,null,77.0,5,50,73.0,null,69,2699,7,266,94,null,null,62,52,7122,7494,null,1062,null,22.0,null,55.0,18,80,2,196,null,null,null,null,null,124,25,10,36,null,148,7,3,78.0,null,32,null,23,null,null,null,null,null,190,null,null,1062,null,null,266,null,null,"207031165",76,null,213,null,67,null,null,null,null,null,null,null,7,null,"Burwood",119,null,null,150.0,null,2656,352,null,null,null,25,9,null,null
null,null,52,136,47,null,null,null,null,2016,1832,84,null,3090,526,9,null,null,null,135,4510,868,null,69,null,3,9991,null,58,6,null,null,21.0,4,33,3.0,null,68,2784,9,43,66,null,null,57,34,6734,7007,null,855,null,18.0,null,3.0,8,59,1,159,null,null,null,null,null,108,12,3,42,null,98,7,3,21.0,null,7,null,19,null,null,null,null,null,128,null,null,855,null,null,43,null,null,"207031166",64,null,233,null,49,null,null,null,null,null,null,null,31,null,"Burwood East",126,null,null,23.0,null,2706,251,null,null,null,36,3,null,null
null,null,9,367,22,null,null,null,3,2016,3,153,null,1582,1011,43,null,null,null,238,4238,652,3,28,null,3,10397,null,92,27,null,null,58.0,null,48,5.0,null,71,2975,21,89,262,null,null,58,46,8653,9281,null,1574,null,38.0,null,20.0,12,67,1,191,null,null,null,null,null,137,15,16,41,null,164,22,10,58.0,null,38,null,33,null,null,null,null,null,376,null,null,1574,null,null,89,null,null,"208011168",101,null,165,null,49,null,null,null,null,null,null,null,8,null,"Beaumaris",183,null,3,63.0,null,3177,448,null,null,null,29,3,6,null
null,null,165,58,43,null,null,null,null,2016,4,90,null,1268,529,72,null,null,null,184,3966,1000,5,145,null,null,8746,null,24,14,null,null,493.0,null,51,59.0,null,43,2194,18,1995,26,null,null,26,1923,7035,7104,null,754,null,479.0,null,14.0,13,19,null,246,null,null,null,null,null,184,7,24,27,null,32,4,3,493.0,null,21,null,6,null,null,null,null,null,375,null,null,754,null,null,1995,null,null,"212031301",27,null,457,null,56,null,null,null,null,null,null,null,27,null,"Cranbourne East",113,null,6,552.0,null,2579,198,null,null,null,19,3,30,null
null,null,18,35,39,null,null,null,null,2016,null,37,null,560,249,9,null,null,null,133,1740,429,null,40,null,null,3776,null,13,5,null,null,9.0,null,19,2.0,null,25,969,6,22,25,null,null,15,13,3075,3086,null,445,null,6.0,null,3.0,12,31,null,56,null,null,null,null,null,41,26,5,15,null,37,3,null,9.0,null,50,null,3,null,null,null,null,null,155,null,null,445,null,null,22,null,null,"211031452",51,null,146,null,17,null,null,null,null,null,null,null,16,null,"Croydon South",44,null,null,11.0,null,1067,123,null,null,null,9,3,4,null
null,null,39,287,18,null,null,null,null,2016,null,159,null,1014,955,160,null,null,null,127,3111,439,null,15,null,4,8061,null,126,33,null,null,58.0,11,41,4.0,null,99,2608,10,172,167,null,null,73,12,6892,7344,null,1497,null,24.0,null,34.0,29,47,null,181,null,null,null,null,null,123,44,20,46,null,243,47,6,58.0,null,44,6,29,null,null,null,null,null,213,null,null,1497,null,null,172,null,null,"208021179",109,null,151,null,46,null,null,null,null,null,null,null,22,null,"Elsternwick",204,null,3,61.0,null,2340,388,null,null,null,34,null,null,null
null,null,40,458,22,null,null,null,null,2016,null,186,null,1810,1359,82,null,null,null,246,4757,750,null,58,null,null,11990,null,129,35,null,null,73.0,3,64,1.0,null,123,3476,19,112,302,null,null,84,30,9984,10678,null,2066,null,37.0,null,36.0,35,62,null,300,null,null,null,null,null,221,19,25,60,null,249,34,8,75.0,null,48,null,43,null,null,null,null,null,442,null,null,2066,null,null,112,null,null,"208011173",134,null,199,null,68,null,null,null,null,null,null,null,15,null,"Sandringham  Black Rock",240,null,4,76.0,null,3758,552,null,null,null,44,5,6,null
null,null,37,115,59,null,null,null,3,2016,null,118,null,1364,665,18,null,null,null,250,4153,979,3,93,null,4,9208,null,56,9,null,null,30.0,5,35,5.0,null,64,2346,25,72,109,null,null,41,54,7534,7542,null,1041,null,25.0,null,5.0,24,49,null,177,null,null,null,null,null,130,8,7,37,null,124,11,4,31.0,null,43,null,12,null,null,null,null,null,477,null,null,1041,null,null,72,null,null,"208031185",62,null,328,null,38,null,null,null,null,null,null,null,20,null,"Carrum  Patterson Lakes",159,null,3,36.0,null,2697,307,null,null,null,30,3,13,null
null,null,38,127,40,null,null,null,null,2016,5,90,null,1208,570,70,null,null,null,242,4490,987,null,53,null,4,9589,null,49,16,null,null,43.0,null,35,1.0,null,43,2274,25,115,75,null,null,39,45,8060,8070,null,877,null,23.0,null,20.0,13,23,null,143,null,null,null,null,null,104,5,3,37,null,78,7,null,44.0,null,24,null,18,null,null,null,null,null,400,null,null,877,null,null,115,null,null,"208031186",38,null,320,null,34,null,null,null,null,null,null,null,4,null,"Chelsea  Bonbeach",123,null,3,44.0,null,2815,260,null,null,null,32,3,5,null
null,null,113,318,133,null,null,null,3,2016,9,191,null,2515,1419,441,null,null,null,386,7828,1868,3,157,null,9,17628,null,128,42,null,null,129.0,18,93,18.0,null,161,4467,28,501,219,null,null,98,60,14630,14814,null,2462,null,27.0,null,102.0,38,175,2,334,null,null,null,null,null,233,55,27,129,null,256,22,9,130.0,null,185,null,46,null,null,null,null,null,523,null,null,2462,null,null,501,null,null,"208031188",310,null,552,null,94,null,null,null,null,null,null,null,82,null,"Cheltenham  Highett (East)",250,null,11,148.0,null,5324,674,null,null,null,41,3,14,null
null,null,58,202,54,null,null,null,null,2016,3,115,null,1361,752,93,null,null,null,202,4583,875,null,98,null,3,10489,null,71,18,null,null,44.0,12,49,23.0,null,73,2797,21,106,112,null,null,53,13,8867,9103,null,1212,null,11.0,null,33.0,4,61,1,176,null,null,null,null,null,133,14,11,53,null,150,9,8,45.0,null,61,null,24,null,null,null,null,null,303,null,null,1212,null,null,106,null,null,"208031190",91,null,287,null,40,null,null,null,null,null,null,null,27,null,"Mentone",160,null,null,67.0,null,3096,353,null,null,null,33,3,5,null
null,null,50,78,31,null,null,null,null,2016,null,67,null,957,422,41,null,null,null,160,3392,647,null,44,null,null,7585,null,49,8,null,null,15.0,5,31,2.0,null,44,2007,9,56,47,null,null,39,15,6383,6496,null,702,null,5.0,null,10.0,10,24,null,113,null,null,null,null,null,82,5,3,51,null,69,3,null,15.0,null,18,null,7,null,null,null,null,null,207,null,null,702,null,null,56,null,null,"209011196",54,null,258,null,36,null,null,null,null,null,null,null,151,null,"Bundoora  East",94,null,5,17.0,null,2189,220,null,null,null,26,null,null,null
null,null,70,215,210,null,null,null,5,2016,6,147,null,2641,1060,55,null,null,null,306,4548,1930,null,254,null,10,11510,null,55,22,null,null,19.0,7,59,91.0,null,206,3672,18,77,149,null,null,61,22,8416,8639,null,2129,null,7.0,null,12.0,26,265,2,256,null,null,null,null,null,167,127,20,159,null,242,14,15,20.0,null,222,5,24,null,null,null,null,null,230,null,null,2129,null,null,77,null,null,"208031191",313,null,530,null,72,null,null,null,null,null,null,null,142,null,"Moorabbin  Heatherton",203,null,8,110.0,null,3261,632,null,null,null,43,6,81,null
null,null,53,556,50,null,null,null,3,2016,19,279,null,2760,2137,215,null,null,null,220,5132,887,4,51,null,8,14960,null,419,47,null,null,136.0,10,137,32.0,null,202,4948,8,242,502,null,null,108,27,11969,13574,null,3244,null,59.0,null,77.0,55,117,null,421,null,null,null,null,null,324,59,69,79,null,536,37,4,138.0,null,59,3,49,null,null,null,null,null,327,null,null,3244,null,null,242,null,null,"208041194",240,null,244,null,89,null,null,null,null,null,null,null,39,null,"Malvern  Glen Iris",346,null,3,170.0,null,4886,804,null,null,null,53,null,5,null
null,null,47,75,62,null,null,null,null,2016,9,82,null,1832,548,null,null,null,null,296,4078,1629,null,190,null,4,7273,null,13,6,null,null,13.0,3,27,1.0,null,32,1389,21,36,54,null,null,20,36,4948,4777,null,949,null,13.0,null,null,8,36,null,86,null,null,null,null,null,57,25,144,42,null,96,null,null,14.0,null,43,null,6,null,null,null,null,null,541,null,null,949,null,null,36,null,null,"211051285",83,null,531,null,27,null,null,null,null,null,null,null,17,null,"Wandin  Seville",101,null,3,15.0,null,1791,293,null,null,null,16,null,27,null
null,null,63,140,74,null,null,null,3,2016,8,83,null,2090,655,178,null,null,null,291,3975,1472,null,157,null,null,9982,null,36,8,null,null,175.0,3,35,54.0,null,67,2899,27,772,87,null,null,36,594,7470,7597,null,1100,null,149.0,null,25.0,14,35,1,163,null,null,null,null,null,109,19,49,73,null,86,7,3,175.0,null,45,null,21,null,null,null,null,null,556,null,null,1100,null,null,772,null,null,"212011287",101,null,455,null,56,null,null,null,null,null,null,null,55,null,"Beaconsfield  Officer",117,null,3,229.0,null,3077,336,null,null,null,28,6,36,null
null,null,93,159,119,null,null,null,null,2016,13,148,null,3865,1017,2,null,null,null,562,8717,3034,null,357,null,null,16516,null,38,25,null,null,24.0,3,58,6.0,null,86,3366,42,60,113,null,null,55,58,11723,11622,null,1715,null,24.0,null,null,17,51,null,214,null,null,null,null,null,139,10,122,66,null,135,13,null,25.0,null,85,null,23,null,null,null,null,null,1262,null,null,1715,null,null,60,null,null,"212011289",106,null,983,null,69,null,null,null,null,null,null,null,45,null,"Emerald  Cockatoo",198,null,6,32.0,null,4415,572,null,null,null,47,4,22,null
null,null,83,41,91,null,null,null,null,2016,6,65,null,2231,604,null,null,null,null,202,4553,1762,null,323,null,5,8607,null,13,9,null,null,28.0,3,19,2.0,null,34,1848,35,109,44,null,null,20,109,5823,5729,null,903,null,28.0,null,null,7,22,null,107,null,null,null,null,null,71,12,290,39,null,48,null,6,28.0,null,21,null,3,null,null,null,null,null,438,null,null,903,null,null,109,null,null,"212011290",43,null,595,null,27,null,null,null,null,null,null,null,112,null,"Koo Wee Rup",85,null,3,30.0,null,2194,235,null,null,null,13,3,111,null
null,null,58,490,36,null,null,null,4,2016,null,212,null,1806,1591,546,null,null,null,240,5114,725,3,52,null,8,12894,null,267,45,null,null,220.0,5,93,37.0,null,113,3691,17,588,349,null,null,88,42,10862,11752,null,2411,null,58.0,null,162.0,42,68,null,369,null,null,null,null,null,276,29,39,57,null,335,25,7,220.0,null,49,null,38,null,null,null,null,null,295,null,null,2411,null,null,588,null,null,"208041195",162,null,221,null,90,null,null,null,null,null,null,null,14,null,"Malvern East",272,null,5,257.0,null,4092,627,null,null,null,54,9,3,null
null,null,18,100,46,null,null,null,null,2016,null,51,null,1317,427,1,null,null,null,181,2715,1040,null,119,null,null,5096,null,14,14,null,null,10.0,3,29,null,null,26,1013,7,18,56,null,null,9,17,3555,3513,null,687,null,10.0,null,null,4,33,null,75,null,null,null,null,null,50,5,73,27,null,57,8,3,10.0,null,35,null,5,null,null,null,null,null,353,null,null,687,null,null,18,null,null,"209031212",34,null,237,null,20,null,null,null,null,null,null,null,8,null,"Panton Hill  St Andrews",64,null,null,10.0,null,1356,213,null,null,null,10,null,10,null
null,null,44,254,30,null,null,null,null,2016,null,99,null,1183,883,189,null,null,null,204,4414,728,null,36,null,5,10332,null,184,17,null,null,73.0,7,53,22.0,null,74,2850,11,222,168,null,null,66,33,8917,9197,null,1394,null,22.0,null,52.0,18,38,null,195,null,null,null,null,null,143,27,17,41,null,142,16,7,74.0,null,31,null,30,null,null,null,null,null,310,null,null,1394,null,null,222,null,null,"209011198",97,null,240,null,41,null,null,null,null,null,null,null,17,null,"Heidelberg  Rosanna",130,null,3,96.0,null,3071,388,null,null,null,23,4,3,null
null,null,46,41,20,null,null,null,null,2016,null,40,null,616,250,31,null,null,null,89,2182,416,null,29,null,null,4880,null,29,null,null,null,13.0,3,26,7.0,null,27,1292,6,46,30,null,null,28,15,4107,4179,null,394,null,5.0,null,8.0,11,6,null,84,null,null,null,null,null,57,3,3,13,null,35,3,null,13.0,null,13,null,3,null,null,null,null,null,133,null,null,394,null,null,46,null,null,"209041217",20,null,166,null,28,null,null,null,null,null,null,null,97,null,"Bundoora  West",52,null,null,20.0,null,1409,119,null,null,null,7,3,null,null
